x,y,z,intensity
-3.7104,2.12067,0.373898,8
-3.72057,2.12734,0.526232,10
-3.72219,2.12999,0.679238,14
-3.71772,2.1283,0.832691,19
-0.480083,0.274946,-0.0289941,11
-3.6895,2.11385,0.981686,9
-3.76131,2.15586,-0.0756736,47
-3.7121,2.12852,1.14657,19
-3.75445,2.15977,0.0756038,32
-3.70239,2.13155,0.223893,9
-3.68608,2.12302,0.372155,8
-3.72344,2.14626,0.527694,3
-3.70789,2.13903,0.677987,3
-0.475661,0.274623,-0.0287848,11
-3.69054,2.13159,0.983936,5
-3.79878,2.19499,-0.0765812,19
-3.81262,2.21099,0.0769302,47
-3.69665,2.14546,0.223998,10
-3.69588,2.14588,0.373898,13
-3.71078,2.15626,0.526963,10
-3.71065,2.15791,0.679864,16
-3.70617,2.15618,0.833454,18
-0.540295,0.314459,-0.0327623,10
-3.68813,2.1474,0.985286,9
-3.70815,2.15993,-0.0749057,17
-3.71684,2.17281,0.0751501,31
-3.69776,2.16339,0.224521,6
-3.70384,2.16782,0.375467,3
-3.87794,2.27154,0.551824,5
-4.09334,2.39963,0.751511,3
-4.22361,2.47698,0.951755,9
-0.494404,0.290065,-0.0300408,11
-3.69237,2.16717,0.988435,4
-3.72128,2.18501,-0.0753246,13
-4.18766,2.45983,1.30134,6
-3.71612,2.18984,0.0752897,41
-3.69018,2.17629,0.224521,10
-3.69968,2.18276,0.375816,13
-3.70589,2.18816,0.528426,7
-3.7125,2.19382,0.682993,14
-3.69948,2.18699,0.835362,19
-0.500265,0.295856,-0.0304595,11
-3.69988,2.18897,0.992484,12
-3.69814,2.18882,-0.0750104,19
-3.85989,2.28546,1.20196,43
-3.73424,2.21811,0.0758133,65
-3.70145,2.20038,0.225673,6
-3.96946,2.36064,0.404054,8
-3.93363,2.34119,0.562061,9
-4.03915,2.40591,0.744628,6
-4.00383,2.38581,0.905961,9
-0.485505,0.289419,-0.0296222,11
-3.93491,2.3466,1.05772,8
-3.74372,2.23347,-0.0760925,32
-3.72249,2.22169,1.16158,16
-3.7402,2.23935,0.0760925,76
-3.72801,2.23382,0.227766,16
-3.74246,2.24336,0.381742,13
-3.97991,2.38759,0.569861,9
-3.71064,2.22782,0.685496,16
-0.5227,0.313821,-0.0533393,6
-3.71105,2.22894,0.841468,19
-0.501612,0.301399,-0.0306689,11
-3.71457,2.23282,1.00058,16
-3.69305,2.22076,-0.0752199,14
-3.73127,2.24463,1.16676,34
-3.72038,2.24516,0.0758482,70
-3.69968,2.23443,0.22651,4
-3.87955,2.34399,0.396559,12
-3.79828,2.2967,0.545,10
-3.88874,2.35325,0.719912,6
-3.7721,2.28357,0.857114,12
-0.51764,0.313494,-0.0317156,10
-3.86676,2.34271,1.04377,8
-3.71606,2.2523,-0.0758482,14
-3.73498,2.26465,1.17038,13
-3.71935,2.26229,0.0759878,68
-3.69015,2.24629,0.226405,6
-3.83521,2.33643,0.392898,12
-3.87161,2.35953,0.556699,9
-3.72535,2.27218,0.691128,16
-0.520441,0.317554,-0.0533393,6
-3.72349,2.27283,0.847955,13
-0.50967,0.311226,-0.0312969,10
-3.69517,2.25731,0.999682,19
-3.72695,2.27672,-0.0762321,30
-3.69078,2.25552,1.15899,39
-3.72126,2.28218,0.0761972,23
-3.74698,2.29885,0.230383,12
-3.78118,2.32165,0.388192,15
-3.71748,2.28433,0.535738,13
-3.77293,2.31931,0.701452,11
-3.70216,2.27758,0.844902,15
-0.546001,0.336033,-0.0335997,9
-3.76733,2.31858,1.02128,8
-3.71046,2.28448,-0.0760576,27
-3.76842,2.32107,1.18591,11
-3.72558,2.30186,0.0764415,52
-3.77501,2.33331,0.232581,12
-3.77685,2.33628,0.38854,15
-3.76052,2.32799,0.54305,10
-3.7098,2.29749,0.691128,14
-3.74131,2.3188,0.855588,12
-0.517724,0.321002,-0.0319249,10
-3.67184,2.27664,0.997433,24
-3.72666,2.31153,-0.0765463,22
-3.66221,2.27244,1.15485,33
-3.7383,2.32689,0.0768604,50
-3.69395,2.30107,0.22808,16
-3.69807,2.30453,0.381219,22
-3.68709,2.29948,0.533544,18
-3.68668,2.30101,0.688312,16
-3.67031,2.29169,0.841086,21
-0.530208,0.331182,-0.0327623,10
-3.67048,2.29357,0.999233,13
-3.66939,2.29378,-0.075534,21
-3.67719,2.29955,1.1621,20
-3.66409,2.29848,0.0754991,30
-3.7045,2.32563,0.229232,13
-3.68662,2.31531,0.380871,25
-3.68912,2.31867,0.535006,27
-3.68029,2.31492,0.688625,32
-3.67891,2.31494,0.844902,67
-3.6608,2.30533,0.998783,39
-3.68167,2.31937,-0.0759529,42
-3.67126,2.32087,0.0758133,65
-3.67948,2.32787,0.228185,40
-3.67179,2.3239,0.380173,65
-3.67262,2.32622,0.533788,49
-3.67553,2.32986,0.68925,40
-3.6592,2.32041,0.842231,58
-3.71542,2.35697,-0.230592,2
-3.67742,2.33376,1.00553,52
-3.67017,2.33006,-0.0758831,60
-3.66268,2.3262,1.16262,64
-3.66819,2.3369,0.075918,60
-3.68649,2.35036,0.229127,49
-3.68508,2.35127,0.382439,67
-3.66615,2.3401,0.534032,47
-3.68569,2.35438,0.692692,45
-3.67218,2.34755,0.847192,57
-3.70508,2.36949,-0.230488,9
-3.65735,2.33987,1.00238,55
-3.68223,2.35579,-0.0763019,60
-3.65779,2.34105,1.16365,62
-3.65287,2.346,0.0757783,51
-3.6581,2.35026,0.227871,46
-3.67182,2.36089,0.381916,63
-3.66089,2.35567,0.534519,48
-3.67745,2.36723,0.692692,45
-3.65736,2.3561,0.845666,57
-3.67999,2.37159,-0.229441,15
-3.64261,2.3484,1.00058,46
-3.66558,2.36321,-0.0761274,50
-3.65284,2.3559,1.16469,52
-3.67194,2.37548,0.0763368,57
-3.66999,2.37604,0.229127,49
-3.67025,2.37803,0.382614,70
-3.66638,2.37643,0.536469,47
-3.66916,2.38005,0.692692,45
-3.66929,2.38104,0.850245,54
-3.68719,2.39357,-0.230383,33
-3.65604,2.37426,1.00643,56
-3.65396,2.37381,-0.0760576,52
-3.6365,2.36337,1.1621,52
-3.6385,2.37191,0.0758133,48
-3.66,2.38774,0.229022,43
-3.64732,2.38038,0.381045,63
-3.66472,2.39356,0.537444,47
-3.66744,2.39717,0.693943,45
-3.65109,2.38739,0.847955,57
-3.68215,2.40861,-0.230592,50
-3.63469,2.37847,1.00283,53
-3.65067,2.38984,-0.0761623,61
-3.63307,2.37923,1.16365,51
-3.65192,2.39886,0.076267,57
-3.66333,2.40819,0.229755,49
-3.6573,2.40514,0.382962,70
-3.64971,2.40197,0.536469,47
-3.66235,2.41213,0.694569,45
-3.64602,2.40228,0.848719,54
-3.66038,2.41266,-0.229755,46
-3.65239,2.40831,1.01003,50
-3.65065,2.40807,-0.0763368,58
-3.62636,2.39296,1.16417,54
-3.64186,2.41049,0.0762321,56
-3.64866,2.41591,0.229336,45
-3.66217,2.4267,0.384357,70
-3.6413,2.41469,0.536469,50
-3.65763,2.42644,0.695195,47
-3.63597,2.41391,0.848337,58
-3.65526,2.42763,-0.229964,57
-3.63098,2.41242,1.00643,53
-3.64597,2.42238,-0.0764066,58
-3.63127,2.41353,1.16831,54
-3.65714,2.43809,0.0767208,59
-3.64685,2.43307,0.229755,48
-3.64208,2.43172,0.383137,63
-3.63987,2.43117,0.537444,48
-3.65242,2.44139,0.695821,45
-3.63611,2.43141,0.850245,54
-3.65217,2.44307,-0.230278,48
-3.63106,2.42986,1.00868,55
-3.63251,2.43175,-0.0763019,60
-3.62764,2.42941,1.16986,56
-3.63699,2.44303,0.0764764,60
-3.63876,2.44515,0.229755,48
-3.64722,2.45268,0.384531,72
-3.64454,2.45272,0.539394,47
-3.6443,2.45349,0.695821,42
-3.64062,2.45286,0.853298,64
-3.65853,2.46585,-0.23122,61
-3.62417,2.44361,1.00913,53
-3.6294,2.44714,-0.0764066,55
-3.62117,2.44251,1.17038,60
-3.63052,2.4562,0.0765114,63
-3.64343,2.46679,0.230592,46
-3.62215,2.45422,0.382788,62
-3.6331,2.46257,0.538906,48
-3.63898,2.46841,0.696446,43
-3.64222,2.47153,0.855588,64
-3.64537,2.4746,-0.230906,44
-3.61605,2.45562,1.00913,45
-3.62745,2.46429,-0.0765463,58
-3.60463,2.4497,1.16779,56
-3.61941,2.46899,0.0764764,61
-3.63932,2.4835,0.230906,43
-3.64274,2.48771,0.385926,75
-3.6269,2.47874,0.539394,49
-3.63644,2.48619,0.697698,45
-3.62622,2.48107,0.854061,66
-3.64903,2.49761,-0.231744,59
-3.62267,2.48049,1.01363,50
-3.625,2.48209,-0.0766859,55
-3.61157,2.47382,1.17297,56
-3.62604,2.49117,0.0767906,64
-3.62898,2.49506,0.230802,48
-3.61598,2.48798,0.384008,57
-3.61212,2.48625,0.538419,47
-3.63099,2.50111,0.698324,47
-3.62767,2.49976,0.856351,63
-3.621,2.49609,-0.230488,44
-3.60801,2.48807,1.01183,53
-3.62619,2.50154,-0.0768953,58
-3.59814,2.48312,1.17141,60
-3.62061,2.50609,0.0768604,64
-3.62025,2.50771,0.230802,48
-3.63883,2.52152,0.38732,75
-3.61973,2.51016,0.540856,48
-3.62873,2.51828,0.699575,47
-3.62054,2.51353,0.856732,60
-3.63195,2.52239,-0.231744,54
-3.6057,2.5051,1.01363,50
-3.61087,2.50961,-0.0767557,52
-3.60214,2.50448,1.17556,60
-3.62496,2.52787,0.0771396,63
-3.61639,2.52376,0.231116,43
-3.6055,2.5171,0.384705,60
-3.60769,2.5205,0.540369,47
-3.60373,2.51961,0.696446,45
-3.61818,2.53065,0.858259,61
-3.61657,2.53047,-0.231325,44
-3.60013,2.5199,1.01453,50
-3.60208,2.5222,-0.0767557,55
-3.58388,2.51039,1.17245,62
-3.60302,2.53131,0.0768604,64
-3.61617,2.54148,0.231639,45
-3.61787,2.54457,0.386971,75
-3.61835,2.54679,0.543294,47
-3.6115,2.54292,0.699575,48
-3.59969,2.53648,0.855969,58
-3.63547,2.56264,-0.233104,57
-3.5929,2.53358,1.01498,44
-3.60024,2.53875,-0.0768953,52
-3.57869,2.52449,1.17349,58
-3.59951,2.54671,0.0769651,61
-3.6138,2.55871,0.232058,45
-3.59109,2.54451,0.385054,57
-3.59693,2.5496,0.541344,47
-3.60583,2.55779,0.700201,43
-3.59927,2.55409,0.857877,64
-3.60252,2.55734,-0.231534,43
-3.59402,2.55225,1.01768,55
-3.60113,2.55825,-0.0771047,55
-3.57931,2.54368,1.17659,64
-3.59874,2.56506,0.0771396,65
