x,y,z,intensity
-0.288091,-0.44961,0.0655657,19
-0.293525,-0.457916,-0.0667844,16
-0.280439,-0.437332,0.0822845,19
-0.290383,-0.452839,-0.0470641,10
-0.285154,-0.444514,0.102655,19
-0.313904,-0.489143,-0.0304595,100
-0.27583,-0.42965,0.117874,100
-0.297168,-0.462709,-0.00959882,24
-0.279854,-0.435583,0.138727,100
-0.290311,-0.450475,0.00935449,21
-0.284702,-0.441433,0.0275287,30
-0.283005,-0.438633,0.0456696,27
-0.287505,-0.445266,0.0650782,19
-0.290814,-0.450218,-0.0658095,16
-0.288396,-0.446305,0.0841618,21
-0.294124,-0.455169,-0.0474127,10
-0.283507,-0.43857,0.10151,18
-0.318863,-0.493076,-0.0307735,15
-0.288972,-0.446683,0.122823,100
-0.303127,-0.468384,-0.00973844,24
-0.285572,-0.44109,0.140798,18
-0.29406,-0.452813,0.0094243,21
-0.288418,-0.443786,0.0277381,28
-0.29105,-0.447665,0.0467155,26
-0.285809,-0.439268,0.064347,18
-0.2913,-0.447537,-0.0655657,33
-0.292108,-0.448607,0.0847875,18
-0.295711,-0.45414,-0.0474127,10
-0.282893,-0.434288,0.100747,18
-0.314039,-0.48192,-0.0301455,16
